id,name,coordinate_status,booth_location,candidate_longitude,candidate_latitude,match_class,vendor_same_name_count,osm_name_match_count,osm_type,osm_id,osm_name,osm_address,osm_longitude,osm_latitude,name_score,candidate_to_osm_m,osm_url,few_feet_field_check
1328.1,The Anchor Coffee House,withheld,West side of Underwood St. between Dan Patch & Carnes avenues,-93.169719014103,44.979551072007,no_named_place_match,1,0,way,159605549,Haunted House,Judson Avenue,-93.170298,44.9782711,0.5625,149.4,https://www.openstreetmap.org/way/159605549,required
1872.1,Andy's Grille,verified,South side of Carnes Ave. between Chambers & Nelson streets,-93.1743171,44.979745,exact_named_place,1,1,node,12136098524,Andy's Grille,,-93.1741605,44.9797511,1.0,12.3,https://www.openstreetmap.org/node/12136098524,recommended
5937.1,Attavio's Fries,withheld,"West side of Cooper St. between Dan Patch and Judson avenues, outside the Food Building",-93.17051655641,44.979407802061,no_named_place_match,1,0,,,,,,,,,,required
5177.1,Auntie M's Gluten Free,withheld,"South side of Judson Ave. between Nelson & Underwood streets, just west of Adventure Park",-93.173444394872,44.977904475598,no_named_place_match,1,0,way,18221899,Canfield Street,,-93.1795587,44.9787995,0.5556,491.1,https://www.openstreetmap.org/way/18221899,required
1899.1,Australian Battered Potatoes,withheld,South side of Judson Ave. between Nelson & Underwood streets,-93.172825984828,44.977903913226,no_named_place_match,1,0,,,,,,,,,,required
5146.1,BABA'S,verified,East side of Underwood St. between Murphy & Lee avenues,-93.1708125,44.9846875,no_named_place_match,1,0,,,,,,,,,,recommended
616.1,Ball Park Cafe,verified,East side of Underwood St. between Dan Patch & Carnes avenues,-93.1700734,44.9803924,exact_named_place,1,1,node,7223510630,Ball Park Cafe,1312 Underwood Street,-93.1703006,44.9805117,1.0,22.3,https://www.openstreetmap.org/node/7223510630,recommended
6041.1,Bandstand Concessions,withheld,Inside the Grandstand Concert Venue,-93.171914135256,44.982716512152,no_named_place_match,1,0,,,,,,,,,,required
1932.1,Bayou Bob's Gator Shack,verified,Southeast corner of Dan Patch Ave. & Nelson St.,-93.171734,44.9807911,exact_named_place,1,1,way,177770131,Bayou Bob's Gator Shack,1726 Dan Patch Avenue,-93.1717412,44.9808127,1.0,2.5,https://www.openstreetmap.org/way/177770131,recommended
11830.1,Beans & Beignets,withheld,Northwest corner of Judson Ave. & Clough St.,-93.173685963462,44.978813280576,no_named_place_match,1,0,way,773873153,Grandstand Seating,,-93.173204,44.9814834,0.5556,299.3,https://www.openstreetmap.org/way/773873153,required
1509.4,The Big Cheese Cheese Curds,withheld,"West side of Liggett St. at Carnes Ave., just south of Mighty Midway",-93.176812700641,44.979124115497,no_named_place_match,1,0,,,,,,,,,,required
1783.1,Big Dog Corndogs,withheld,Northeast corner of Randall Ave. & Underwood St.,-93.169663734271,44.98368117601,ambiguous_vendor_identity,2,0,node,12148877487,Corn,,-93.1706031,44.9854069,0.92,205.6,https://www.openstreetmap.org/node/12148877487,required
1783.2,Big Dog Corndogs,withheld,West side of Underwood St. between Carnes & Judson avenues,-93.169851372185,44.979507210913,ambiguous_vendor_identity,2,0,node,12148877487,Corn,,-93.1706031,44.9854069,0.92,658.7,https://www.openstreetmap.org/node/12148877487,required
1952.1,Big Fat Bacon,verified,South side of Dan Patch Ave. between Nelson & Underwood streets,-93.1708786,44.9809673,exact_named_place,1,1,way,177770099,Big Fat Bacon,1694 Dan Patch Avenue,-93.1709079,44.9809765,1.0,2.5,https://www.openstreetmap.org/way/177770099,recommended
1968.1,The Blue Barn,verified,"At West End Market, south of History & Heritage Center",-93.1760875,44.9811063,exact_named_place,1,1,way,177770151,Blue Barn,1839 Dan Patch Avenue,-93.176078,44.9811118,1.0,1.0,https://www.openstreetmap.org/way/177770151,recommended
212.1,Blue Moon Dine-In Theater,verified,Northeast corner of Carnes Ave. & Chambers St.,-93.1740994,44.9800146,strong_named_place,1,0,way,177770126,Blue Moon,1777 Carnes Avenue,-93.1741339,44.9800896,0.92,8.8,https://www.openstreetmap.org/way/177770126,recommended
1974.1,The Blue Ox Burger Bar,withheld,Southeast corner of Judson Ave. & Clough St.,-93.172088763462,44.978105607253,no_named_place_match,1,0,way,177770151,Blue Barn,1839 Dan Patch Avenue,-93.176078,44.9811118,0.5926,458.5,https://www.openstreetmap.org/way/177770151,required
1509.3,Bratwurst,withheld,Northwest corner of Carnes Ave. & Nelson St.,-93.1722972,44.9800237,no_named_place_match,1,0,,,,,,,,,,required
5733.5,Bridge N' Barrel Root Beer,withheld,Northwest corner of Randall & Underwood streets,-93.171398589771,44.983942720834,no_named_place_match,6,0,,,,,,,,,,required
5733.3,Bridge N' Barrel Root Beer,withheld,Northwest corner of Wright Ave. & Cooper St.,-93.168141730769,44.982909562123,no_named_place_match,6,0,,,,,,,,,,required
5733.2,Bridge N' Barrel Root Beer,withheld,Northwest corner of Carnes Ave. & Underwood St.,-93.1706802,44.9799609,no_named_place_match,6,0,,,,,,,,,,required
5733.4,Bridge N' Barrel Root Beer,withheld,Northwest corner of Judson Ave. & Underwood St.,-93.169963108974,44.978246295807,no_named_place_match,6,0,,,,,,,,,,required
5733.6,Bridge N' Barrel Root Beer,withheld,Northeast corner of Dan Patch Ave & Cosgrove St.,-93.169590286555,44.982020565743,no_named_place_match,6,0,,,,,,,,,,required
5733.1,Bridge N' Barrel Root Beer,withheld,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.171136,44.9814214,no_named_place_match,6,0,,,,,,,,,,required
1996.1,Bridgeman's Ice Cream,withheld,Northeast corner of Judson Ave. & Liggett St.,-93.174268923397,44.977853141634,no_named_place_match,1,0,,,,,,,,,,required
2005.1,Buni's,withheld,Northwest corner of Judson Ave. & Liggett St.,-93.176384548397,44.978368700251,no_named_place_match,1,0,,,,,,,,,,required
227.1,Butcher Boys,withheld,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.170865162821,44.980902605354,no_named_place_match,2,0,way,164878245,Butterfly House,1697A Dan Patch Avenue,-93.1708089,44.9815562,0.5926,72.8,https://www.openstreetmap.org/way/164878245,required
10014.1,Butcher Boys,withheld,West side of Liggett St. between Carnes & West Dan Patch avenues,-93.175614425979,44.980217873197,no_named_place_match,2,0,way,164878245,Butterfly House,1697A Dan Patch Avenue,-93.1708089,44.9815562,0.5926,406.2,https://www.openstreetmap.org/way/164878245,required
2021.1,Cafe Caribe,verified,South side of Carnes Ave. between Chambers & Clough streets,-93.1738652,44.9797356,exact_named_place,1,1,node,12136098523,Cafe Caribe,,-93.173775,44.9796488,1.0,12.0,https://www.openstreetmap.org/node/12136098523,recommended
2029.1,Candy Factory,withheld,Northeast corner of Murphy Ave. & Cooper St.,-93.170306136538,44.987831515847,no_named_place_match,1,0,,,,,,,,,,required
2031.1,Caramel Apple Sundae,withheld,"Between Chambers & Nelson streets, just south of the Grandstand",-93.172400400641,44.980110476679,no_named_place_match,1,0,,,,,,,,,,required
1887.1,"Caramel Apples, Cotton Candy, Sno Kones",withheld,South side of Randall Ave. between Underwood & Cooper streets,-93.170136053846,44.984202172662,no_named_place_match,1,0,,,,,,,,,,required
2037.1,Caribbean Smoothees,withheld,West side of Liggett St. between Carnes & Judson avenues,-93.176388092182,44.980162381258,no_named_place_match,1,0,,,,,,,,,,required
12335.1,Carl's Gizmo,verified,South side of Dan Patch Ave. between Underwood & Cooper streets,-93.1692506,44.9813316,no_named_place_match,1,0,,,,,,,,,,recommended
7099.1,Carousel BBQ,verified,West side of Chambers St. between West Dan Patch & Carnes avenues,-93.1749722,44.9806423,possible_named_place,1,0,way,164878246,Carousel,,-93.1728447,44.9807288,0.92,167.6,https://www.openstreetmap.org/way/164878246,recommended
2065.1,Chan's Chicken On A Stick,withheld,South side of Judson Ave. between Nelson & Underwood streets,-93.172807362179,44.979175037267,no_named_place_match,1,0,node,9066981317,Math On-A-Stick,,-93.168286,44.9841595,0.6154,658.5,https://www.openstreetmap.org/node/9066981317,required
9238.1,Chan's Eatery,withheld,East side of Underwood St. between Murphy & Lee avenues,-93.16901814359,44.986844015281,no_named_place_match,1,0,way,164878256,The Hangar,,-93.1700361,44.9874313,0.5556,103.3,https://www.openstreetmap.org/way/164878256,required
2067.1,Charcoal Hut,verified,"East side of Judson Ave. between Underwood & Cooper streets, next to the International Bazaar",-93.1690625,44.9785625,exact_named_place,1,1,way,177770064,Charcoal Hut,,-93.1690245,44.9785559,1.0,3.1,https://www.openstreetmap.org/way/177770064,recommended
2075.1,Chicago Dogs,withheld,"In The Garden, east wall",-93.168612794231,44.981597695379,no_named_place_match,1,0,,,,,,,,,,required
11505.1,Chocolate Strawberry Cup,missing,Southwest corner of Dan Patch Ave. & Cooper St.,,,no_named_place_match,1,0,,,,,,,,,,required
2084.1,CinnieSmiths,verified,South side of Murphy Ave. between Underwood & Cooper streets,-93.1693875,44.9871474,no_named_place_match,1,0,way,773881582,Kiwanis Malts,1434 Cosgrove Street,-93.1677809,44.9838554,0.56,387.2,https://www.openstreetmap.org/way/773881582,recommended
216.1,Coasters,verified,Southeast corner of Carnes Ave. & Liggett St.,-93.1750531,44.9797389,no_named_place_match,1,0,way,177770081,State Fair Corn Roast,Dan Patch Avenue,-93.1716035,44.9808409,0.5556,297.7,https://www.openstreetmap.org/way/177770081,recommended
2112.1,Corn Roast,verified,Southeast corner of Dan Patch Ave. & Nelson St.,-93.1716163,44.9808717,exact_named_place,1,1,way,177770081,State Fair Corn Roast,Dan Patch Avenue,-93.1716035,44.9808409,1.0,3.6,https://www.openstreetmap.org/way/177770081,recommended
3505.1,Cotton Candy 7 Different Flavors,withheld,Southeast corner of Dan Patch Ave. & Underwood St.,-93.169209994231,44.98036970186,no_named_place_match,1,0,,,,,,,,,,required
2142.1,Cream Puffs,verified,Southwest corner of West Dan Patch Ave. & Liggett St.,-93.1760149,44.9805332,no_named_place_match,1,0,,,,,,,,,,recommended
2069.2,Crutchees Cheese on a Stick,withheld,southeast corner of West Dan Patch Ave. & Liggett St.,-93.175980161316,44.981387688534,no_named_place_match,2,0,node,9066981317,Math On-A-Stick,,-93.168286,44.9841595,0.619,679.1,https://www.openstreetmap.org/node/9066981317,required
2069.1,Crutchees Cheese on a Stick,missing,Northeast corner of Judson Ave. & Nelson St.,,,no_named_place_match,2,0,node,9066981317,Math On-A-Stick,,-93.168286,44.9841595,0.619,,https://www.openstreetmap.org/node/9066981317,required
244.1,The Dairy Bar,withheld,"In the Food Building, south wall",-93.1699973,44.9801218,no_named_place_match,1,0,node,11227582236,Dairy Dog,,-93.1707902,44.978503,0.6667,190.5,https://www.openstreetmap.org/node/11227582236,required
2770.2,Dairy Goodness,withheld,"In the Dairy Building, south wall",-93.17219856859,44.978501593112,no_named_place_match,1,0,node,11227582236,Dairy Dog,,-93.1707902,44.978503,0.6087,110.8,https://www.openstreetmap.org/node/11227582236,required
3745.1,Danielson's & Daughters Onion Rings,missing,"Between Underwood & Cooper streets, outside south side of the Food Building",,,no_named_place_match,1,0,,,,,,,,,,required
2182.1,Daryl's Dog House,withheld,South side of Carnes Ave. between Nelson & Underwood streets,-93.171560717949,44.980462900382,no_named_place_match,1,0,node,11227582236,Dairy Dog,,-93.1707902,44.978503,0.64,226.2,https://www.openstreetmap.org/node/11227582236,required
3340.2,Deep Fried Batter Dipped Twinkies & Buckeyes,missing,East side of Cooper St. outside the Merch Market,,,no_named_place_match,1,0,,,,,,,,,,required
2192.1,Deep Fried Candy Bars,withheld,North side of Carnes Ave. between Nelson & Underwood streets,-93.172484179487,44.980938483764,no_named_place_match,1,0,way,68169471,Sheep & Poultry Barn,1785 Judson Avenue,-93.1744762,44.9789722,0.5581,269.0,https://www.openstreetmap.org/way/68169471,required
2198.1,Demetri's Fine Greek Foods,withheld,East side of Nelson St. between Dan Patch & Carnes avenues,-93.173247925962,44.981598484538,no_named_place_match,1,0,,,,,,,,,,required
1457.1,Dino's Gyros,verified,North side of Carnes Ave. between Nelson & Underwood streets,-93.1710869,44.980113,exact_named_place,1,1,way,1030511112,Dino's Gyro's,,-93.1709736,44.9801145,1.0,8.9,https://www.openstreetmap.org/way/1030511112,recommended
2208.1,Dippin' Dots,withheld,South side of Carnes Ave. between Nelson & Underwood streets,-93.170275034615,44.980444590965,no_named_place_match,1,0,,,,,,,,,,required
12663.1,dodopop,verified,Northeast corner of Dan Patch Ave. & Cooper St.,-93.1689113,44.981417,no_named_place_match,1,0,,,,,,,,,,recommended
225.1,Donna's Bar-B-Q,verified,Southwest corner of Judson Ave. & Liggett St.,-93.1755381,44.9784136,no_named_place_match,1,0,,,,,,,,,,recommended
3448.1,The Donut Family,withheld,At Mighty Midway,-93.177945042308,44.980583198522,no_named_place_match,1,0,,,,,,,,,,required
265.1,Duke's Poutine,withheld,North side of Judson Ave. between Clough & Nelson streets,-93.173338053846,44.978715784173,no_named_place_match,1,0,,,,,,,,,,required
10312.2,El Burrito Mercado,withheld,"At the International Bazaar, south wall",-93.170365644872,44.978780620001,no_named_place_match,1,0,,,,,,,,,,required
226.1,El Sol Mexican Foods,withheld,"East side of Underwood St. between Dan Patch & Carnes avenues, outside southwest corner of the Food Building",-93.170978671795,44.981205840041,no_named_place_match,1,0,,,,,,,,,,required
3280.1,Elm's Shaved Ice,missing,Southwest corner of Judson Ave. & Liggett St.,,,no_named_place_match,1,0,,,,,,,,,,required
2279.1,Falafel King,withheld,"In the Food Building, south wall",-93.168558812196,44.979665484248,no_named_place_match,1,0,,,,,,,,,,required
2305.1,Fish & Chips Seafood Shoppe,withheld,"In the Food Building, northwest section",-93.169042549749,44.979517023891,no_named_place_match,1,0,,,,,,,,,,required
228.1,Flowering Onions,withheld,South side of Judson Ave. between Nelson & Underwood streets,-93.171675476923,44.978488860759,no_named_place_match,1,0,way,177770111,Farmers Union,1635 Dan Patch Avenue,-93.1686256,44.9814619,0.5517,408.5,https://www.openstreetmap.org/way/177770111,required
4752.1,Fluffy's Hand Cut Donuts,verified,On the northwest corner of Carnes Ave. & Chambers St.,-93.1747099,44.9800099,no_named_place_match,1,0,,,,,,,,,,recommended
2332.1,French Crêperie,withheld,North side of Carnes Ave. between Nelson & Underwood streets,-93.172062521795,44.979134014141,no_named_place_match,1,0,way,177770021,Mancini's / French Crepes,,-93.1717389,44.9800992,0.6486,110.3,https://www.openstreetmap.org/way/177770021,required
2336.1,French Meadow Bakery & Cafe,verified,North side of Carnes Ave. between Nelson & Underwood streets,-93.1712263,44.9801274,exact_named_place,1,1,way,177770139,French Meadow Bakery & Cafe,,-93.1711218,44.9801346,1.0,8.3,https://www.openstreetmap.org/way/177770139,recommended
2340.1,Fresh French Fries,missing,At Mighty Midway,,,ambiguous_vendor_identity,2,2,way,177770104,Fresh French Fries,1701 Judson Avenue,-93.1712103,44.9787867,1.0,,https://www.openstreetmap.org/way/177770104,required
2340.2,Fresh French Fries,withheld,North side of Judson Ave. between Nelson & Underwood streets,-93.1721257136,44.978316157072,ambiguous_vendor_identity,2,2,way,177770104,Fresh French Fries,1701 Judson Avenue,-93.1712103,44.9787867,1.0,89.0,https://www.openstreetmap.org/way/177770104,required
2387.1,Fresh Lemonade - Cheese on a Stick,withheld,West side of Nelson St. between Dan Patch & Carnes avenues,-93.171036968339,44.981654793306,no_named_place_match,1,0,way,130819068,Nelson Cheese & Deli,1562 Como Avenue,-93.1662747,44.977086,0.5556,631.2,https://www.openstreetmap.org/way/130819068,required
217.1,Fresh Made Nut Rolls,withheld,Northeast corner of Dan Patch Ave. & Underwood St.,-93.170194551923,44.98128171223,no_named_place_match,1,0,,,,,,,,,,required
244.2,"Fresh Squeezed Lemonade, Fruit Smoothies, Fresh Squeezed Orange Treet & Strawberry Treet",withheld,"Outside the Food Building, southwest side",-93.1700195,44.9799882,no_named_place_match,1,0,,,,,,,,,,required
2342.1,Fried Olives On A Stick,withheld,West of Nelson St. just south of the Grandstand,-93.172095979487,44.979873904664,no_named_place_match,1,0,node,9066981317,Math On-A-Stick,,-93.168286,44.9841595,0.5789,562.9,https://www.openstreetmap.org/node/9066981317,required
2348.1,The Frontier,verified,South side of Carnes Ave. between Liggett & Chambers streets,-93.1747221,44.9797269,no_named_place_match,1,0,node,2025023787,Minnesota State Fair Fire Tower,,-93.1733293,44.9796249,0.5556,110.1,https://www.openstreetmap.org/node/2025023787,recommended
2359.1,Funnel Cakes,withheld,"In the Food Building, east wall",-93.168488389744,44.979733291983,no_named_place_match,3,0,,,,,,,,,,required
2247.1,Funnel Cakes,withheld,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.170131707943,44.982191270589,no_named_place_match,3,0,,,,,,,,,,required
2029.2,Funnel Cakes,withheld,"South side of Judson Ave. between Nelson & Underwood streets, at Adventure Park",-93.170823261538,44.979241160023,no_named_place_match,3,0,,,,,,,,,,required
2196.1,Galaxy of Drinks,withheld,"West side of Liggett St., just south of Mighty Midway",-93.174524839665,44.978939895317,no_named_place_match,1,0,,,,,,,,,,required
2375.1,Gass Station Grill,withheld,"West side of Cooper St. between Dan Patch & Judson avenues, outside southeast corner of the Food Building",-93.169415603846,44.980195956835,no_named_place_match,1,0,,,,,,,,,,required
3255.1,German Root Beer and Popcorn,withheld,East of Chambers St. just south of the Grandstand,-93.173291870833,44.980101155612,no_named_place_match,1,0,node,12148877487,Corn,,-93.1706031,44.9854069,0.92,626.7,https://www.openstreetmap.org/node/12148877487,required
10093.1,Giggles' Campfire Grill,verified,Southeast corner of Lee Ave. & Cooper St. at The North Woods,-93.1688586,44.9856224,strong_named_place,1,0,relation,20750347,Giggles' Campfire Grille,1520 Cooper Street,-93.1687156,44.985621,0.9778,11.2,https://www.openstreetmap.org/relation/20750347,recommended
2527.1,Goertzes Dairy Kone,withheld,"East side of Cooper St., next to the Merch Market",-93.168420029808,44.979751637691,no_named_place_match,1,0,,,,,,,,,,required
10990.1,Gopher Dairy Bar,withheld,South side of Judson Ave. between Stevens & Liggett streets,-93.175169678205,44.977633622529,no_named_place_match,1,0,way,177770037,MN GOP,1702 Carnes Avenue,-93.1712213,44.9797073,0.92,386.8,https://www.openstreetmap.org/way/177770037,required
2415.1,Grandstand Mini Donuts,withheld,"East of Chambers St., just south of the Grandstand",-93.173735225,44.980887294964,no_named_place_match,1,0,way,74544906,Grandstand Ramp,,-93.1733486,44.9806271,0.6486,42.0,https://www.openstreetmap.org/way/74544906,required
11704.1,Granny's Apples + Lemonade,withheld,"In the Food Building, west wall",-93.171167395513,44.979968400415,no_named_place_match,1,0,,,,,,,,,,required
2417.1,Granny's Cheesecake & More,withheld,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.169810417308,44.980736302936,no_named_place_match,1,0,way,130819068,Nelson Cheese & Deli,1562 Como Avenue,-93.1662747,44.977086,0.6122,492.0,https://www.openstreetmap.org/way/130819068,required
10347.1,Greater Tater,verified,"West side of Liggett St. between Carnes & Judson avenues, outside the Horse Barn",-93.1756477,44.9792492,no_named_place_match,1,0,,,,,,,,,,recommended
2437.1,Green Mill,verified,"East side of Cooper St. between Randall & Wright avenues, at Family Fair at Baldwin Park",-93.1688826,44.9841057,no_named_place_match,1,0,way,164878263,Ye Old Mill,1694 Carnes Avenue,-93.170956,44.9797015,0.5714,516.2,https://www.openstreetmap.org/way/164878263,recommended
2447.1,Gyros by G&G Concessions,withheld,Northeast corner of Lee Ave. & Underwood St.,-93.16934945641,44.986705875559,no_named_place_match,1,0,,,,,,,,,,required
3684.1,Hamline Church Dining Hall,verified,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.1698412,44.9814379,exact_named_place,1,1,way,177770015,Hamline Church Dining Hall,1667 Dan Patch Avenue,-93.1698476,44.9815251,1.0,9.7,https://www.openstreetmap.org/way/177770015,recommended
3450.1,The Hangar,verified,"On the northeast corner of Underwood St. and Murphy Ave., at the North End",-93.1702407,44.9873662,exact_named_place,1,1,way,164878256,The Hangar,,-93.1700361,44.9874313,1.0,17.6,https://www.openstreetmap.org/way/164878256,recommended
2477.1,Hawaiian Shaved Ice,withheld,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.170864417949,44.980941050291,no_named_place_match,1,0,,,,,,,,,,required
2493.1,Henry's Kettle Korn,withheld,"East side of Cooper St. between Lee & Randall avenues, at The North Woods",-93.167965033974,44.984756687925,no_named_place_match,1,0,,,,,,,,,,required
5836.1,The Herbivorous Butcher,withheld,"In the Food Building, west section, south wall",-93.169103148718,44.979506986195,no_named_place_match,1,0,,,,,,,,,,required
3790.1,The Hideaway Speakeasy,verified,"In the Grandstand, upper level, west section",-93.1738435,44.9812464,no_named_place_match,1,0,way,738967282,Midway Parkway,,-93.1670034,44.9810186,0.6875,538.6,https://www.openstreetmap.org/way/738967282,required
3689.1,Holy Land,withheld,"At the International Bazaar, southeast corner",-93.169975545513,44.977496471968,no_named_place_match,1,0,,,,,,,,,,required
2196.2,Ice Cold Root Beer,withheld,East side of Nelson St. between Carnes & Judson avenues,-93.171267228127,44.978270592019,no_named_place_match,1,0,node,7223510632,1919 Root Beer,1676 Dan Patch Avenue,-93.170353,44.9809666,0.625,308.3,https://www.openstreetmap.org/node/7223510632,required
13242.1,Iemochi Japanese Confections,withheld,"At the International Bazaar, south wall",-93.167999911538,44.977307,no_named_place_match,1,0,,,,,,,,,,required
2569.1,iPierogi,withheld,"In the Food Building, south wall",-93.169815853846,44.980213683453,no_named_place_match,1,0,,,,,,,,,,required
2561.1,Isabel Burke's Taffy,missing,"Between Underwood & Cooper streets, outside south side of the Food Building",,,no_named_place_match,1,0,,,,,,,,,,required
2565.1,Italian Junction,withheld,South side of Dan Patch Ave. between Nelson & Underwood streets,-93.170213842308,44.981851273805,exact_named_place,1,1,way,177770088,Italian Junction,1710 Dan Patch Avenue,-93.1715052,44.9809534,1.0,142.4,https://www.openstreetmap.org/way/177770088,required
2582.1,Java Jive,verified,South side of West Dan Patch Ave. between Liggett & Chambers streets,-93.1750625,44.9806875,exact_named_place,1,1,way,1211896526,Java Jive,1802 Dan Patch Avenue,-93.1750105,44.9806056,1.0,10.0,https://www.openstreetmap.org/way/1211896526,recommended
239.1,The Jerky Shoppe,withheld,"In the Grandstand, lower level, west wall, row 10",-93.174590014103,44.981971783556,no_named_place_match,1,0,,,,,,,,,,required
7741.1,Jive Turkey BBQ,verified,North side of Lee Ave. between Underwood & Cooper streets,-93.1701194,44.9867755,no_named_place_match,1,0,,,,,,,,,,recommended
4847.1,JJ Vescio's,withheld,"East of Chambers St., just south of the Grandstand",-93.172586574359,44.980107249401,strong_named_place,1,0,way,177770119,Vescio's at the Fair,1770 Dan Patch Avenue,-93.1738305,44.9806654,0.92,115.9,https://www.openstreetmap.org/way/177770119,required
3695.1,JonnyPops,withheld,"At West End Market, center section",-93.176282873718,44.981753212453,no_named_place_match,1,0,,,,,,,,,,required
2604.1,Juanita's Fajitas,withheld,"West of Nelson St., just south of the Grandstand",-93.17403971859,44.980561950742,no_named_place_match,1,0,way,773881582,Kiwanis Malts,1434 Cosgrove Street,-93.1677809,44.9838554,0.5517,613.5,https://www.openstreetmap.org/way/773881582,required
2122.1,Kathie's Cotton Candy,withheld,West side of Liggett St. between Carnes & Judson avenues,-93.17644756859,44.979856055091,no_named_place_match,3,0,,,,,,,,,,required
2122.2,Kathie's Cotton Candy,withheld,"West of Nelson St., just south of the Grandstand",-93.172717473718,44.981754491023,no_named_place_match,3,0,,,,,,,,,,required
2122.3,Kathie's Cotton Candy,withheld,West side of Liggett St. between West Dan Patch & Carnes avenues,-93.175379328846,44.98039981295,no_named_place_match,3,0,,,,,,,,,,required
2607.1,Katie's Famous Sweet Tea,withheld,At Mighty Midway,-93.177235873077,44.980200388489,no_named_place_match,1,0,,,,,,,,,,required
3986.1,Key Lime Pie Bar,withheld,"West side of Cooper St., just north of the Agriculture Horticulture Building",-93.168567477564,44.980970670944,no_named_place_match,1,0,,,,,,,,,,required
11408.1,Kiwanis Malts,withheld,East side of Cosgrove St. between the Fine Arts Center & 4-H Building,-93.168753580128,44.983132662519,exact_named_place,1,1,way,773881582,Kiwanis Malts,1434 Cosgrove Street,-93.1677809,44.9838554,1.0,111.0,https://www.openstreetmap.org/way/773881582,required
3699.1,Kora & Mila's Cookie Dough,withheld,South side of Dan Patch Ave. between Cooper & Cosgrove streets,-93.168000873718,44.981982605872,no_named_place_match,1,0,,,,,,,,,,required
10432.1,Kosharina Egyptian Cuisine,withheld,Located south of the Grandstand Building under the Grandstand Ramp,-93.173359,44.980671,no_named_place_match,1,0,,,,,,,,,,required
