id,name,coordinate_status,booth_location,candidate_longitude,candidate_latitude,anchor_kind,anchor,constraint_distance_m,location_check,publication_decision
5733.4,Bridge N' Barrel Root Beer,withheld,Northwest corner of Judson Ave. & Underwood St.,-93.169963108974,44.978246295807,street_corner,Judson Avenue & Underwood Street,58.6,reject_over_30m,keep_withheld_priority_review
5733.6,Bridge N' Barrel Root Beer,withheld,Northeast corner of Dan Patch Ave & Cosgrove St.,-93.169590286555,44.982020565743,street_corner,Dan Patch Avenue & Cosgrove Street,154.1,reject_over_30m,keep_withheld_priority_review
5733.1,Bridge N' Barrel Root Beer,withheld,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.171136,44.9814214,street_segment,Dan Patch Avenue between Nelson Street and Underwood Street,37.5,reject_over_30m,keep_withheld_priority_review
1996.1,Bridgeman's Ice Cream,withheld,Northeast corner of Judson Ave. & Liggett St.,-93.174268923397,44.977853141634,street_corner,Judson Avenue & Liggett Street,116.8,reject_over_30m,keep_withheld_priority_review
2005.1,Buni's,withheld,Northwest corner of Judson Ave. & Liggett St.,-93.176384548397,44.978368700251,street_corner,Judson Avenue & Liggett Street,84.0,reject_over_30m,keep_withheld_priority_review
227.1,Butcher Boys,withheld,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.170865162821,44.980902605354,street_segment,Dan Patch Avenue between Nelson Street and Underwood Street,22.0,manual_review_15_to_30m,manual_evidence_required
10014.1,Butcher Boys,withheld,West side of Liggett St. between Carnes & West Dan Patch avenues,-93.175614425979,44.980217873197,street_segment,Liggett Street between Carnes Avenue and West Dan Patch Avenue,19.0,manual_review_15_to_30m,manual_evidence_required
2021.1,Cafe Caribe,verified,South side of Carnes Ave. between Chambers & Clough streets,-93.1738652,44.9797356,street_segment,Carnes Avenue between Chambers Street and Clough Street,15.6,manual_review_15_to_30m,retain_verified
2029.1,Candy Factory,withheld,Northeast corner of Murphy Ave. & Cooper St.,-93.170306136538,44.987831515847,street_corner,Murphy Avenue & Cooper Street,120.9,reject_over_30m,keep_withheld_priority_review
2031.1,Caramel Apple Sundae,withheld,"Between Chambers & Nelson streets, just south of the Grandstand",-93.172400400641,44.980110476679,street_corridor,Chambers Street,152.7,reject_over_30m,keep_withheld_priority_review
1887.1,"Caramel Apples, Cotton Candy, Sno Kones",withheld,South side of Randall Ave. between Underwood & Cooper streets,-93.170136053846,44.984202172662,street_segment,Randall Avenue between Underwood Street and Cooper Street,19.9,manual_review_15_to_30m,manual_evidence_required
2037.1,Caribbean Smoothees,withheld,West side of Liggett St. between Carnes & Judson avenues,-93.176388092182,44.980162381258,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,86.0,reject_over_30m,keep_withheld_priority_review
12335.1,Carl's Gizmo,verified,South side of Dan Patch Ave. between Underwood & Cooper streets,-93.1692506,44.9813316,street_segment,Dan Patch Avenue between Underwood Street and Cooper Street,23.9,manual_review_15_to_30m,retain_verified
7099.1,Carousel BBQ,verified,West side of Chambers St. between West Dan Patch & Carnes avenues,-93.1749722,44.9806423,street_segment,Chambers Street between West Dan Patch Avenue and Carnes Avenue,39.8,reject_over_30m,reopen_verified_before_next_publish
2065.1,Chan's Chicken On A Stick,withheld,South side of Judson Ave. between Nelson & Underwood streets,-93.172807362179,44.979175037267,street_segment,Judson Avenue between Nelson Street and Underwood Street,82.8,reject_over_30m,keep_withheld_priority_review
9238.1,Chan's Eatery,withheld,East side of Underwood St. between Murphy & Lee avenues,-93.16901814359,44.986844015281,street_segment,Underwood Street between Murphy Avenue and Lee Avenue,112.7,reject_over_30m,keep_withheld_priority_review
2067.1,Charcoal Hut,verified,"East side of Judson Ave. between Underwood & Cooper streets, next to the International Bazaar",-93.1690625,44.9785625,street_segment,Judson Avenue between Underwood Street and Cooper Street,68.1,reject_over_30m,reopen_verified_before_next_publish
2075.1,Chicago Dogs,withheld,"In The Garden, east wall",-93.168612794231,44.981597695379,named_place_or_building,Treasure Island | The Garden,149.9,reject_over_30m,keep_withheld_priority_review
11505.1,Chocolate Strawberry Cup,missing,Southwest corner of Dan Patch Ave. & Cooper St.,,,none,No coordinate candidate,,unparsed,no_coordinate_candidate
2084.1,CinnieSmiths,verified,South side of Murphy Ave. between Underwood & Cooper streets,-93.1693875,44.9871474,street_segment,Murphy Avenue between Underwood Street and Cooper Street,5.7,consistent_with_written_location,retain_verified
216.1,Coasters,verified,Southeast corner of Carnes Ave. & Liggett St.,-93.1750531,44.9797389,street_corner,Carnes Avenue & Liggett Street,29.3,manual_review_15_to_30m,retain_verified
2112.1,Corn Roast,verified,Southeast corner of Dan Patch Ave. & Nelson St.,-93.1716163,44.9808717,street_corner,Dan Patch Avenue & Nelson Street,20.7,manual_review_15_to_30m,retain_verified
3505.1,Cotton Candy 7 Different Flavors,withheld,Southeast corner of Dan Patch Ave. & Underwood St.,-93.169209994231,44.98036970186,street_corner,Dan Patch Avenue & Underwood Street,133.3,reject_over_30m,keep_withheld_priority_review
2142.1,Cream Puffs,verified,Southwest corner of West Dan Patch Ave. & Liggett St.,-93.1760149,44.9805332,street_corner,West Dan Patch Avenue & Liggett Street,55.1,reject_over_30m,reopen_verified_before_next_publish
2069.2,Crutchees Cheese on a Stick,withheld,southeast corner of West Dan Patch Ave. & Liggett St.,-93.175980161316,44.981387688534,street_corner,West Dan Patch Avenue & Liggett Street,88.9,reject_over_30m,keep_withheld_priority_review
2069.1,Crutchees Cheese on a Stick,missing,Northeast corner of Judson Ave. & Nelson St.,,,none,No coordinate candidate,,unparsed,no_coordinate_candidate
244.1,The Dairy Bar,withheld,"In the Food Building, south wall",-93.1699973,44.9801218,named_place_or_building,Food Building,0.0,consistent_with_written_location,manual_evidence_required
2770.2,Dairy Goodness,withheld,"In the Dairy Building, south wall",-93.17219856859,44.978501593112,named_place_or_building,Dairy Building,76.0,reject_over_30m,keep_withheld_priority_review
3745.1,Danielson's & Daughters Onion Rings,missing,"Between Underwood & Cooper streets, outside south side of the Food Building",,,none,No coordinate candidate,,unparsed,no_coordinate_candidate
2182.1,Daryl's Dog House,withheld,South side of Carnes Ave. between Nelson & Underwood streets,-93.171560717949,44.980462900382,street_segment,Carnes Avenue between Nelson Street and Underwood Street,64.0,reject_over_30m,keep_withheld_priority_review
3340.2,Deep Fried Batter Dipped Twinkies & Buckeyes,missing,East side of Cooper St. outside the Merch Market,,,none,No coordinate candidate,,unparsed,no_coordinate_candidate
2192.1,Deep Fried Candy Bars,withheld,North side of Carnes Ave. between Nelson & Underwood streets,-93.172484179487,44.980938483764,street_segment,Carnes Avenue between Nelson Street and Underwood Street,121.0,reject_over_30m,keep_withheld_priority_review
2198.1,Demetri's Fine Greek Foods,withheld,East side of Nelson St. between Dan Patch & Carnes avenues,-93.173247925962,44.981598484538,street_segment,Nelson Street between Dan Patch Avenue and Carnes Avenue,123.2,reject_over_30m,keep_withheld_priority_review
1457.1,Dino's Gyros,verified,North side of Carnes Ave. between Nelson & Underwood streets,-93.1710869,44.980113,street_segment,Carnes Avenue between Nelson Street and Underwood Street,24.8,manual_review_15_to_30m,retain_verified
2208.1,Dippin' Dots,withheld,South side of Carnes Ave. between Nelson & Underwood streets,-93.170275034615,44.980444590965,street_segment,Carnes Avenue between Nelson Street and Underwood Street,65.0,reject_over_30m,keep_withheld_priority_review
12663.1,dodopop,verified,Northeast corner of Dan Patch Ave. & Cooper St.,-93.1689113,44.981417,street_corner,Dan Patch Avenue & Cooper Street,38.7,reject_over_30m,reopen_verified_before_next_publish
225.1,Donna's Bar-B-Q,verified,Southwest corner of Judson Ave. & Liggett St.,-93.1755381,44.9784136,street_corner,Judson Avenue & Liggett Street,22.5,manual_review_15_to_30m,retain_verified
3448.1,The Donut Family,withheld,At Mighty Midway,-93.177945042308,44.980583198522,named_place_or_building,Midway Lot,37.2,reject_over_30m,keep_withheld_priority_review
265.1,Duke's Poutine,withheld,North side of Judson Ave. between Clough & Nelson streets,-93.173338053846,44.978715784173,street_segment,Judson Avenue between Clough Street and Nelson Street,14.0,consistent_with_written_location,manual_evidence_required
10312.2,El Burrito Mercado,withheld,"At the International Bazaar, south wall",-93.170365644872,44.978780620001,named_place_or_building,International Bazaar,110.7,reject_over_30m,keep_withheld_priority_review
226.1,El Sol Mexican Foods,withheld,"East side of Underwood St. between Dan Patch & Carnes avenues, outside southwest corner of the Food Building",-93.170978671795,44.981205840041,street_corner,Underwood Street & Dan Patch Avenue,36.7,reject_over_30m,keep_withheld_priority_review
3280.1,Elm's Shaved Ice,missing,Southwest corner of Judson Ave. & Liggett St.,,,none,No coordinate candidate,,unparsed,no_coordinate_candidate
2279.1,Falafel King,withheld,"In the Food Building, south wall",-93.168558812196,44.979665484248,named_place_or_building,Food Building,79.8,reject_over_30m,keep_withheld_priority_review
2305.1,Fish & Chips Seafood Shoppe,withheld,"In the Food Building, northwest section",-93.169042549749,44.979517023891,named_place_or_building,Food Building,66.4,reject_over_30m,keep_withheld_priority_review
228.1,Flowering Onions,withheld,South side of Judson Ave. between Nelson & Underwood streets,-93.171675476923,44.978488860759,street_segment,Judson Avenue between Nelson Street and Underwood Street,10.7,consistent_with_written_location,manual_evidence_required
4752.1,Fluffy's Hand Cut Donuts,verified,On the northwest corner of Carnes Ave. & Chambers St.,-93.1747099,44.9800099,street_corner,Carnes Avenue & Chambers Street,32.7,reject_over_30m,reopen_verified_before_next_publish
2332.1,French Crêperie,withheld,North side of Carnes Ave. between Nelson & Underwood streets,-93.172062521795,44.979134014141,street_segment,Carnes Avenue between Nelson Street and Underwood Street,83.6,reject_over_30m,keep_withheld_priority_review
2336.1,French Meadow Bakery & Cafe,verified,North side of Carnes Ave. between Nelson & Underwood streets,-93.1712263,44.9801274,street_segment,Carnes Avenue between Nelson Street and Underwood Street,26.5,manual_review_15_to_30m,retain_verified
2340.1,Fresh French Fries,missing,At Mighty Midway,,,none,No coordinate candidate,,unparsed,no_coordinate_candidate
2340.2,Fresh French Fries,withheld,North side of Judson Ave. between Nelson & Underwood streets,-93.1721257136,44.978316157072,street_segment,Judson Avenue between Nelson Street and Underwood Street,30.7,reject_over_30m,keep_withheld_priority_review
2387.1,Fresh Lemonade - Cheese on a Stick,withheld,West side of Nelson St. between Dan Patch & Carnes avenues,-93.171036968339,44.981654793306,street_segment,Nelson Street between Dan Patch Avenue and Carnes Avenue,83.4,reject_over_30m,keep_withheld_priority_review
217.1,Fresh Made Nut Rolls,withheld,Northeast corner of Dan Patch Ave. & Underwood St.,-93.170194551923,44.98128171223,street_corner,Dan Patch Avenue & Underwood Street,31.4,reject_over_30m,keep_withheld_priority_review
244.2,"Fresh Squeezed Lemonade, Fruit Smoothies, Fresh Squeezed Orange Treet & Strawberry Treet",withheld,"Outside the Food Building, southwest side",-93.1700195,44.9799882,named_place_or_building,Food Building,7.3,consistent_with_written_location,manual_evidence_required
2342.1,Fried Olives On A Stick,withheld,West of Nelson St. just south of the Grandstand,-93.172095979487,44.979873904664,street_corridor,Nelson Street,0.1,consistent_with_written_location,manual_evidence_required
2348.1,The Frontier,verified,South side of Carnes Ave. between Liggett & Chambers streets,-93.1747221,44.9797269,street_segment,Carnes Avenue between Liggett Street and Chambers Street,16.0,manual_review_15_to_30m,retain_verified
2359.1,Funnel Cakes,withheld,"In the Food Building, east wall",-93.168488389744,44.979733291983,named_place_or_building,Food Building,80.8,reject_over_30m,keep_withheld_priority_review
2247.1,Funnel Cakes,withheld,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.170131707943,44.982191270589,street_segment,Dan Patch Avenue between Nelson Street and Underwood Street,122.6,reject_over_30m,keep_withheld_priority_review
2029.2,Funnel Cakes,withheld,"South side of Judson Ave. between Nelson & Underwood streets, at Adventure Park",-93.170823261538,44.979241160023,street_segment,Judson Avenue between Nelson Street and Underwood Street,74.4,reject_over_30m,keep_withheld_priority_review
2196.1,Galaxy of Drinks,withheld,"West side of Liggett St., just south of Mighty Midway",-93.174524839665,44.978939895317,named_place_or_building,Midway Lot,121.4,reject_over_30m,keep_withheld_priority_review
2375.1,Gass Station Grill,withheld,"West side of Cooper St. between Dan Patch & Judson avenues, outside southeast corner of the Food Building",-93.169415603846,44.980195956835,street_corner,Cooper Street & Dan Patch Avenue,104.3,reject_over_30m,keep_withheld_priority_review
3255.1,German Root Beer and Popcorn,withheld,East of Chambers St. just south of the Grandstand,-93.173291870833,44.980101155612,street_corridor,Chambers Street,82.5,reject_over_30m,keep_withheld_priority_review
10093.1,Giggles' Campfire Grill,verified,Southeast corner of Lee Ave. & Cooper St. at The North Woods,-93.1688586,44.9856224,street_corner,Lee Avenue & Cooper Street,28.0,manual_review_15_to_30m,retain_verified
2527.1,Goertzes Dairy Kone,withheld,"East side of Cooper St., next to the Merch Market",-93.168420029808,44.979751637691,named_place_or_building,Merchandise Mart,90.1,reject_over_30m,keep_withheld_priority_review
10990.1,Gopher Dairy Bar,withheld,South side of Judson Ave. between Stevens & Liggett streets,-93.175169678205,44.977633622529,street_segment,Judson Avenue between Stevens Street and Liggett Street,105.0,reject_over_30m,keep_withheld_priority_review
2415.1,Grandstand Mini Donuts,withheld,"East of Chambers St., just south of the Grandstand",-93.173735225,44.980887294964,street_corridor,Chambers Street,55.1,reject_over_30m,keep_withheld_priority_review
11704.1,Granny's Apples + Lemonade,withheld,"In the Food Building, west wall",-93.171167395513,44.979968400415,named_place_or_building,Food Building,61.5,reject_over_30m,keep_withheld_priority_review
2417.1,Granny's Cheesecake & More,withheld,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.169810417308,44.980736302936,street_segment,Dan Patch Avenue between Nelson Street and Underwood Street,70.9,reject_over_30m,keep_withheld_priority_review
10347.1,Greater Tater,verified,"West side of Liggett St. between Carnes & Judson avenues, outside the Horse Barn",-93.1756477,44.9792492,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,22.1,manual_review_15_to_30m,retain_verified
2437.1,Green Mill,verified,"East side of Cooper St. between Randall & Wright avenues, at Family Fair at Baldwin Park",-93.1688826,44.9841057,street_segment,Cooper Street between Randall Avenue and Wright Avenue,18.0,manual_review_15_to_30m,retain_verified
2447.1,Gyros by G&G Concessions,withheld,Northeast corner of Lee Ave. & Underwood St.,-93.16934945641,44.986705875559,street_corner,Lee Avenue & Underwood Street,130.6,reject_over_30m,keep_withheld_priority_review
3684.1,Hamline Church Dining Hall,verified,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.1698412,44.9814379,street_segment,Dan Patch Avenue between Underwood Street and Cooper Street,35.3,reject_over_30m,reopen_verified_before_next_publish
3450.1,The Hangar,verified,"On the northeast corner of Underwood St. and Murphy Ave., at the North End",-93.1702407,44.9873662,street_corner,Underwood Street & Murphy Avenue,24.4,manual_review_15_to_30m,retain_verified
2477.1,Hawaiian Shaved Ice,withheld,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.170864417949,44.980941050291,street_segment,Dan Patch Avenue between Underwood Street and Cooper Street,33.5,reject_over_30m,keep_withheld_priority_review
2493.1,Henry's Kettle Korn,withheld,"East side of Cooper St. between Lee & Randall avenues, at The North Woods",-93.167965033974,44.984756687925,street_segment,Cooper Street between Lee Avenue and Randall Avenue,89.1,reject_over_30m,keep_withheld_priority_review
5836.1,The Herbivorous Butcher,withheld,"In the Food Building, west section, south wall",-93.169103148718,44.979506986195,named_place_or_building,Food Building,65.4,reject_over_30m,keep_withheld_priority_review
3790.1,The Hideaway Speakeasy,verified,"In the Grandstand, upper level, west section",-93.1738435,44.9812464,unparsed,,,unparsed,retain_verified
3689.1,Holy Land,withheld,"At the International Bazaar, southeast corner",-93.169975545513,44.977496471968,named_place_or_building,International Bazaar,65.1,reject_over_30m,keep_withheld_priority_review
2196.2,Ice Cold Root Beer,withheld,East side of Nelson St. between Carnes & Judson avenues,-93.171267228127,44.978270592019,street_segment,Nelson Street between Carnes Avenue and Judson Avenue,78.2,reject_over_30m,keep_withheld_priority_review
13242.1,Iemochi Japanese Confections,withheld,"At the International Bazaar, south wall",-93.167999911538,44.977307,named_place_or_building,International Bazaar,81.9,reject_over_30m,keep_withheld_priority_review
2569.1,iPierogi,withheld,"In the Food Building, south wall",-93.169815853846,44.980213683453,named_place_or_building,Food Building,0.0,consistent_with_written_location,manual_evidence_required
2561.1,Isabel Burke's Taffy,missing,"Between Underwood & Cooper streets, outside south side of the Food Building",,,none,No coordinate candidate,,unparsed,no_coordinate_candidate
2565.1,Italian Junction,verified,South side of Dan Patch Ave. between Nelson & Underwood streets,-93.1714778,44.9809592,street_segment,Dan Patch Avenue between Nelson Street and Underwood Street,11.0,consistent_with_written_location,retain_verified
2582.1,Java Jive,verified,South side of West Dan Patch Ave. between Liggett & Chambers streets,-93.1750625,44.9806875,street_segment,West Dan Patch Avenue between Liggett Street and Chambers Street,5.5,consistent_with_written_location,retain_verified
239.1,The Jerky Shoppe,withheld,"In the Grandstand, lower level, west wall, row 10",-93.174590014103,44.981971783556,unparsed,,,unparsed,manual_evidence_required
7741.1,Jive Turkey BBQ,verified,North side of Lee Ave. between Underwood & Cooper streets,-93.1701194,44.9867755,street_segment,Lee Avenue between Underwood Street and Cooper Street,105.4,reject_over_30m,reopen_verified_before_next_publish
4847.1,JJ Vescio's,verified,"East of Chambers St., just south of the Grandstand",-93.1738345,44.9807007,street_corridor,Chambers Street,41.3,reject_over_30m,reopen_verified_before_next_publish
3695.1,JonnyPops,withheld,"At West End Market, center section",-93.176282873718,44.981753212453,unparsed,,,unparsed,manual_evidence_required
2604.1,Juanita's Fajitas,withheld,"West of Nelson St., just south of the Grandstand",-93.17403971859,44.980561950742,street_corridor,Nelson Street,147.9,reject_over_30m,keep_withheld_priority_review
2122.1,Kathie's Cotton Candy,withheld,West side of Liggett St. between Carnes & Judson avenues,-93.17644756859,44.979856055091,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,84.1,reject_over_30m,keep_withheld_priority_review
2122.2,Kathie's Cotton Candy,withheld,"West of Nelson St., just south of the Grandstand",-93.172717473718,44.981754491023,street_corridor,Nelson Street,96.8,reject_over_30m,keep_withheld_priority_review
2122.3,Kathie's Cotton Candy,withheld,West side of Liggett St. between West Dan Patch & Carnes avenues,-93.175379328846,44.98039981295,street_segment,Liggett Street between West Dan Patch Avenue and Carnes Avenue,0.8,consistent_with_written_location,manual_evidence_required
2607.1,Katie's Famous Sweet Tea,withheld,At Mighty Midway,-93.177235873077,44.980200388489,named_place_or_building,Midway Lot,6.1,consistent_with_written_location,manual_evidence_required
3986.1,Key Lime Pie Bar,withheld,"West side of Cooper St., just north of the Agriculture Horticulture Building",-93.168567477564,44.980970670944,named_place_or_building,Agriculture Horticulture Building,170.3,reject_over_30m,keep_withheld_priority_review
11408.1,Kiwanis Malts,withheld,East side of Cosgrove St. between the Fine Arts Center & 4-H Building,-93.168753580128,44.983132662519,named_place_or_building,Fine Arts Center,113.0,reject_over_30m,keep_withheld_priority_review
3699.1,Kora & Mila's Cookie Dough,withheld,South side of Dan Patch Ave. between Cooper & Cosgrove streets,-93.168000873718,44.981982605872,street_segment,Dan Patch Avenue between Cooper Street and Cosgrove Street,95.4,reject_over_30m,keep_withheld_priority_review
10432.1,Kosharina Egyptian Cuisine,withheld,Located south of the Grandstand Building under the Grandstand Ramp,-93.173359,44.980671,street_corridor,Grandstand Ramp,1.1,consistent_with_written_location,manual_evidence_required
2120.2,L & B Cotton Candy,withheld,Northwest corner of Dan Patch Ave. & Underwood St.,-93.171891790385,44.980366205068,street_corner,Dan Patch Avenue & Underwood Street,136.6,reject_over_30m,keep_withheld_priority_review
2120.3,L & B Cotton Candy,missing,Southwest corner of Carnes Ave. & Nelson St.,,,none,No coordinate candidate,,unparsed,no_coordinate_candidate
2120.1,L & B Cotton Candy,withheld,South side of Judson Ave. between Nelson & Underwood streets,-93.171020259615,44.979530674574,street_segment,Judson Avenue between Nelson Street and Underwood Street,106.2,reject_over_30m,keep_withheld_priority_review
241.1,Leimon's Pizzeria,withheld,At Mighty Midway,-93.175851257692,44.979704892994,named_place_or_building,Midway Lot,7.6,consistent_with_written_location,manual_evidence_required
5171.1,Libby's Ice Cream & Co.,withheld,"Located south of the Grandstand Building, under the Grandstand Ramp",-93.174187344299,44.981594712132,street_corridor,Grandstand Ramp,83.9,reject_over_30m,keep_withheld_priority_review
2681.1,Libby's Soft Serve 16 Flavors,withheld,East side of Cosgrove St. outside the Education Building,-93.167894653846,44.982555949367,named_place_or_building,Education Building,10.4,consistent_with_written_location,manual_evidence_required
3477.1,Licorice Ropes,withheld,"In the Grandstand, lower level, east section",-93.172642234615,44.981200253165,unparsed,,,unparsed,manual_evidence_required
3386.2,Loon Lake Iced Tea,withheld,West side of Underwood St. between Wright & Dan Patch avenues,-93.171913342308,44.983514440728,street_segment,Underwood Street between Wright Avenue and Dan Patch Avenue,115.7,reject_over_30m,keep_withheld_priority_review
2708.1,Luigi Fries,withheld,Northeast corner of Carnes Ave. & Nelson St.,-93.17245278335,44.980102213089,street_corner,Carnes Avenue & Nelson Street,37.1,reject_over_30m,keep_withheld_priority_review
