batch_position,id,name,outcome,old_coordinates,new_coordinates,delta_m,reason,official_url,independent_url,reviewed_on
14,5754.2,Rick's Pizza,insufficient_evidence,,,0,"Search resolved the already-verified 1629 Dan Patch stand, not this Cooper Street record.",https://www.mnstatefair.org/vendor/5754.2/,,2026-08-29
15,3235.1,San Felipe Tacos,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/3235.1/,,2026-08-29
16,3249.1,Sausage Express,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/3249.1/,,2026-08-29
17,1573.1,Shrimp Shack,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/1573.1/,,2026-08-29
18,2084.2,Smokey's Grill,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/2084.2/,,2026-08-29
19,5052.1,Solem's Cheese Curds,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/5052.1/,,2026-08-29
20,5052.3,Solem's French Fries,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/5052.3/,,2026-08-29
21,5052.2,Solem's Mini Donuts,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/5052.2/,,2026-08-29
22,3386.1,Strawberries 'N Creme,verified_corrected,-93.172099068085 44.983812984987,-93.170747 44.984002,108.5,Exact Strawberries n' Creme pin matches west Underwood at Wright and is distinct from Strawberry Patch.,https://www.mnstatefair.org/vendor/3386.1/,https://www.google.com/maps/place/Strawberries+n%27+Creme/data=!4m7!3m6!1s0x52b32b68da5029c3:0x9610d93e9d592151!8m2!3d44.984002!4d-93.170747,2026-08-29
23,3276.2,Summit On A Stick,insufficient_evidence,,,0,"Search resolved only the containing venue or fairgrounds, not a booth-level place coordinate.",https://www.mnstatefair.org/vendor/3276.2/,,2026-08-29
24,3981.1,Sweet Martha's Cookie Jar,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/3981.1/,,2026-08-29
25,1509.1,Sweets & Treats,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/1509.1/,,2026-08-29
26,1509.2,Sweets & Treats,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/1509.2/,,2026-08-29
27,792.4,Swine & Spuds,insufficient_evidence,,,0,"Search resolved only the containing venue or fairgrounds, not a booth-level place coordinate.",https://www.mnstatefair.org/vendor/792.4/,,2026-08-29
28,1509.4,The Big Cheese Cheese Curds,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/1509.4/,,2026-08-29
29,1974.1,The Blue Ox Burger Bar,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/1974.1/,,2026-08-29
30,244.1,The Dairy Bar,insufficient_evidence,,,0,"Search resolved only the containing venue or fairgrounds, not a booth-level place coordinate.",https://www.mnstatefair.org/vendor/244.1/,,2026-08-29
31,3089.2,The Perfect Pickle,insufficient_evidence,,,0,"Search resolved the already-verified 1380 Liggett stand, not this Underwood Street record.",https://www.mnstatefair.org/vendor/3089.2/,,2026-08-29
32,3093.1,The Pretzel Factory,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/3093.1/,,2026-08-29
33,6137.1,Three Sisters Concessions,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/6137.1/,,2026-08-29
34,1511.2,Tom Thumb Donuts,insufficient_evidence,,,0,"Search resolved Tiny Tim Donuts, a different vendor; no safe booth pin found.",https://www.mnstatefair.org/vendor/1511.2/,,2026-08-29
35,6449.1,About a Foot Long Hot Dog,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/6449.1/,,2026-08-29
36,7388.1,Afro Deli & Grill,verified_corrected,-93.169366342308 44.980484014388,-93.16944 44.9803502,16.0,Exact Afro Deli @ the Fair east-wall address and pin match official directions.,https://www.mnstatefair.org/vendor/7388.1/,"https://www.google.com/maps/search/?api=1&query=44.9803502,-93.16944",2026-08-29
37,792.3,Aldo's Burgers,insufficient_evidence,,,0,"Search resolved only the containing venue or fairgrounds, not a booth-level place coordinate.",https://www.mnstatefair.org/vendor/792.3/,,2026-08-29
38,5177.1,Auntie M's Gluten Free,insufficient_evidence,,,0,"Search returned an off-site operator listing and unrelated businesses, not the fair booth.",https://www.mnstatefair.org/vendor/5177.1/,,2026-08-29
39,1899.1,Australian Battered Potatoes,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/1899.1/,,2026-08-29
40,5146.1,BABA'S,verified_corrected,-93.170261260507 44.986224484458,-93.1708125 44.9846875,176.5,Exact Baba's 1500-1520 Underwood St listing and plus code match the official corridor.,https://www.mnstatefair.org/vendor/5146.1/,https://www.google.com/maps/search/?api=1&query=Baba%27s%201500-1520%20Underwood%20St%20Falcon%20Heights,2026-08-29
41,6041.1,Bandstand Concessions,insufficient_evidence,,,0,"Search resolved only the containing venue or fairgrounds, not a booth-level place coordinate.",https://www.mnstatefair.org/vendor/6041.1/,,2026-08-29
42,1783.1,Big Dog Corndogs,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/1783.1/,,2026-08-29
43,1783.2,Big Dog Corndogs,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/1783.2/,,2026-08-29
44,5733.4,Bridge N' Barrel Root Beer,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/5733.4/,,2026-08-29
45,10014.1,Butcher Boys,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/10014.1/,,2026-08-29
46,227.1,Butcher Boys,insufficient_evidence,,,0,Multiple same-name fair records and no record-specific independent booth address; unsafe to collapse locations.,https://www.mnstatefair.org/vendor/227.1/,,2026-08-29
47,1887.1,"Caramel Apples, Cotton Candy, Sno Kones",insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/1887.1/,,2026-08-29
48,2067.1,Charcoal Hut,verified_corrected,-93.167829660897 44.978123375073,-93.1690625 44.9785625,108.7,Exact Charcoal Hut 1646 Judson Ave listing and plus code match official directions.,https://www.mnstatefair.org/vendor/2067.1/,https://www.google.com/maps/search/?api=1&query=Charcoal%20Hut%201646%20Judson%20Ave%20Falcon%20Heights,2026-08-29
49,2075.1,Chicago Dogs,insufficient_evidence,,,0,Exact-place review returned no record-specific fair booth pin or address; left unverified.,https://www.mnstatefair.org/vendor/2075.1/,,2026-08-29
50,2770.2,Dairy Goodness,insufficient_evidence,,,0,"Search resolved only the containing venue or fairgrounds, not a booth-level place coordinate.",https://www.mnstatefair.org/vendor/2770.2/,,2026-08-29
